time,[PX],[PY],[PZ]
0.0,13.314294943899101,95.35658880079237,-64.83358838438284
15.0,749.7495446521074,365.200230542705,88.92100040264614
30.0,863.8835227313359,293.3981789256136,221.02530084250196
45.0,481.5727525057217,207.4720740759355,511.12166508107975
60.0,191.33179212134328,218.25235116972354,1067.180153414372
75.0,81.37220147535507,573.4592693951658,557.2445595038358
90.0,36.16006040006131,1448.580448098936,97.10084140683594
105.0,428.2578304882817,757.9881020066251,205.498018458064
120.0,1558.1373547161654,400.677566581424,155.56870862744012
135.0,1343.955222351892,214.44184097939439,304.7396938731533
150.0,415.46725759637536,149.23805610933437,1191.3022859246869
165.0,170.73181354068012,167.92449022419913,1807.6690608885965
180.0,24.689781686334683,596.9860171133472,903.3490803919221
195.0,23.05596607728745,1834.0142226089042,495.92378263767455
210.0,271.7834120635324,1844.358491497569,141.34622637453936
225.0,1052.8682618881362,828.8782885403297,10.469571183363087
240.0,2052.1798912952945,292.712777167763,39.26730502654077
255.0,1583.0814496914961,36.38318046271233,247.74589638910368
270.0,535.739873353716,-58.47744381495212,1311.5813185276493
285.0,336.57253342496574,199.4227282568145,2306.186460628141
300.0,65.77689541023457,455.44684979687116,1106.8264672599837
